ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Recency_scaled,Income_scaled,Total_Spending,Total_Spending_scaled,Total_Purchases,Total_Purchases_scaled,Total_Campaign_Response,Cluster
4608,1987,2,0.10357142857142858,81361.0,0,0,25-02-2014,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,1,-1.0743676161917726,1.3729052680533818,778,0.2855798168453436,26,1.8682672550794222,1,1
1626,1973,4,0.10357142857142858,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1,-0.4181993483418502,-0.7527312379717971,49,-0.9251029340774544,4,-1.1852568158842176,2,0
4764,1952,3,0.25892857142857145,40442.0,1,1,19-08-2012,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,3,11,1,0.09982823153966747,-0.5386773387034872,169,-0.7258135923617675,8,-0.6300706211635557,1,0
2471,1965,2,0.38571428571428573,61482.0,0,0,27-06-2014,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,3,11,0,-0.3491290043576479,0.444232753091633,299,-0.5099168055031066,11,-0.21368097512305942,0,0
5892,1980,2,0.38571428571428573,34968.0,1,0,10-04-2013,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,3,11,0,-1.3161138201364808,-0.7944021411030351,221,-0.6394548776183031,10,-0.3524775238032249,0,0
2612,1987,2,0.38571428571428573,75794.0,0,0,24-12-2013,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,3,11,0,-0.556340036310255,1.1128358535560703,1682,1.7868928577701848,24,1.5906741577190913,1,1
4971,1962,4,0.25892857142857145,31497.0,0,1,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,-0.9362269282233678,-0.9565542764937605,155,-0.7490640155619309,8,-0.6300706211635557,0,0
5185,1955,2,0.38571428571428573,74268.0,0,0,14-02-2013,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,3,11,0,1.170418563294804,1.0415468421454546,892,0.47490469147524617,12,-0.07488442644289399,0,1
10069,1988,1,0.25892857142857145,13724.0,1,0,31-08-2012,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,3,11,0,-0.21098831638924315,-1.7868423497577657,58,-0.9101562334487778,4,-1.1852568158842176,1,0
2262,1965,3,0.25892857142857145,45143.0,0,1,26-08-2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,0.8596020153658934,-0.31906420460040447,311,-0.4899878713315379,12,-0.07488442644289399,0,0
1131,1967,4,0.21428571428571427,52569.0,0,1,05-04-2014,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,3,11,0,0.16889857552386983,0.027850735593063305,95,-0.8487086864197744,6,-0.9076637185238866,0,0
1041,1973,4,0.21428571428571427,48432.0,0,1,18-10-2012,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,3,11,1,-1.5923951960732903,-0.16541442836874334,424,-0.30232374121593275,14,0.20270867091743688,1,0
24,1960,3,0.25892857142857145,17144.0,1,1,15-02-2014,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,1.6193757991921194,-1.627072743581943,47,-0.9284244231060491,7,-0.7688671698437212,0,0
3409,1984,2,0.21428571428571427,36108.0,1,0,15-10-2013,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,3,11,0,0.6523909834132863,-0.7411456057110942,339,-0.44348702493121095,12,-0.07488442644289399,1,0
7022,1971,2,0.38571428571428573,76445.0,1,0,28-09-2012,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,3,11,0,-1.6269303680653915,1.1432481382404154,1410,1.3351703498812946,20,1.0354879629984295,0,1
7943,1975,4,0.38571428571428573,36663.0,1,0,25-04-2014,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,3,11,0,-0.31459383236554667,-0.7152180819018598,35,-0.9483533572776178,5,-1.0464602672040522,0,0
5272,1965,3,0.38571428571428573,53843.0,0,1,27-06-2013,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,3,11,0,0.5142502954448817,0.08736724970651308,562,-0.07314099824289283,16,0.48030176827776777,0,1
5453,1956,3,0.38571428571428573,90226.0,0,0,26-09-2012,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,3,11,0,-0.7980862402549632,1.787044905114396,2352,2.8995916823494365,23,1.4518776090389258,1,1
2565,1955,3,0.10357142857142858,70638.0,0,0,01-06-2013,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,3,11,0,0.6869261554053875,0.8719668215553269,1334,1.2089537667946928,19,0.896691414318264,1,1
800,1960,2,0.25892857142857145,44512.0,1,1,30-08-2013,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,0.27250409150017335,-0.34854216410243494,32,-0.95333559082051,4,-1.1852568158842176,0,0
11092,1961,2,0.38571428571428573,27116.0,1,1,02-03-2014,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0.9977427033342982,-1.1612182076798072,41,-0.9383888901918335,5,-1.0464602672040522,0,0
5062,1963,4,0.38571428571428573,54072.0,1,1,27-07-2013,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,3,11,0,0.7559964993895899,0.09806527304401699,39,-0.9417103792204282,4,-1.1852568158842176,0,0
8969,1977,2,0.38571428571428573,71855.0,0,1,16-01-2013,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,3,11,0,0.3415744354843757,0.9288205088991797,1141,0.8884300755352964,21,1.174284511678595,0,1
4656,1990,5,0.21428571428571427,51250.0,1,0,30-03-2013,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,3,11,0,-0.7290158962707608,-0.03376801018059466,710,0.172649189873121,19,0.896691414318264,1,1
4480,1973,3,0.38571428571428573,60432.0,0,1,09-03-2014,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,3,11,0,0.4106447794685781,0.39518068102010845,401,-0.34052086504477275,14,0.20270867091743688,0,0
9971,1964,4,0.38571428571428573,65526.0,0,1,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,-0.9362269282233678,0.633153304955676,506,-0.1661426910435467,16,0.48030176827776777,0,1
6729,1988,2,0.21428571428571427,68655.0,0,0,10-08-2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,1.5848406272000182,0.7793284797288191,1538,1.5477456477113607,20,1.0354879629984295,0,1
1773,1978,5,0.38571428571428573,12393.0,0,0,04-12-2012,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,3,11,0,-0.38366417634974903,-1.8490216906408126,57,-0.9118169779630751,5,-1.0464602672040522,0,0
9242,1990,2,0.21428571428571427,64509.0,0,0,17-08-2013,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,3,11,1,-1.0398324441996714,0.5856428694349709,1722,1.8533226383420804,18,0.7578948656380986,2,1
1764,1975,2,0.21428571428571427,33955.0,1,0,09-08-2013,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,3,11,0,1.4812351112237145,-0.8417257115872774,270,-0.5580783964177309,11,-0.21368097512305942,0,0
6215,1977,2,0.38571428571428573,31353.0,1,1,29-12-2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,1,-0.8671565842391655,-0.9632814178064267,31,-0.9549963353348073,4,-1.1852568158842176,1,0
10099,1984,2,0.38571428571428573,55434.0,1,0,05-10-2013,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,3,11,0,-0.970762100215469,0.16169281795965168,882,0.45829724633227226,21,1.174284511678595,0,1
5423,1983,2,0.25892857142857145,28359.0,1,0,27-10-2013,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-0.48726969232605255,-1.1031498975989453,16,-0.9799075030492682,3,-1.324053364564383,0,0
940,1987,2,0.21428571428571427,57100.0,1,0,18-05-2014,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,3,11,0,-1.3851841641206832,0.2395221056464706,311,-0.4899878713315379,12,-0.07488442644289399,0,0
3011,1965,2,0.38571428571428573,69139.0,0,1,27-01-2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,-0.9016917562312667,0.8019391491408362,227,-0.6294904105325188,10,-0.3524775238032249,0,0
3298,1956,3,0.38571428571428573,52973.0,0,1,08-11-2012,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,3,11,0,1.4812351112237145,0.04672410427582132,1152,0.9066982651925678,24,1.5906741577190913,0,1
8286,1965,4,0.25892857142857145,51717.0,0,1,20-08-2013,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,3,11,0,0.20343374751597101,-0.011951517173545173,122,-0.8038685845337448,7,-0.7688671698437212,1,0
9668,1971,2,0.38571428571428573,18793.0,1,0,12-01-2013,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,3,11,0,-1.2125083041601774,-1.5500376323000915,77,-0.8786020876771273,6,-0.9076637185238866,0,0
5120,1982,5,0.25892857142857145,66664.0,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,0.9977427033342982,0.6863164078293855,1289,1.1342202636513103,18,0.7578948656380986,0,1
6097,1959,2,0.21428571428571427,50664.0,1,1,16-01-2013,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,3,11,0,0.5142502954448817,-0.06114373802241692,561,-0.07480174275719022,15,0.3415052195976023,0,0
7019,1963,2,0.25892857142857145,54414.0,1,1,23-01-2013,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,3,11,0,-0.0037772844366360664,0.11404223366159927,211,-0.656062322761277,9,-0.4912740724833903,0,0
7408,1952,4,0.38571428571428573,54549.0,0,1,03-03-2014,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,3,11,0,-1.4197193361127844,0.12034892864222385,233,-0.6195259434467344,10,-0.3524775238032249,0,0
8041,1971,4,0.034375,47111.0,0,1,08-09-2012,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,3,11,0,-0.48726969232605255,-0.2271266066606328,1092,0.8070535943347243,15,0.3415052195976023,0,1
252,1963,4,0.10357142857142858,41003.0,0,0,17-03-2013,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,3,11,0,-1.3161138201364808,-0.5124695173395584,601,-0.008371962185294584,16,0.48030176827776777,0,0
9986,1982,2,0.25892857142857145,19444.0,1,0,22-02-2014,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,3,11,1,-1.4197193361127844,-1.5196253476157464,54,-0.9167992115059673,7,-0.7688671698437212,1,0
3276,1976,5,0.25892857142857145,36301.0,1,0,25-10-2013,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,3,11,0,0.13436340353176865,-0.7321293677017569,78,-0.87694134316283,6,-0.9076637185238866,0,0
3859,1947,4,0.25892857142857145,73059.0,0,1,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,-0.4527345203339514,0.9850668848745278,1095,0.8120358278776165,25,1.7294707063992567,0,1
3570,1969,4,0.25892857142857145,42731.0,1,0,21-10-2013,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,3,11,0,0.5142502954448817,-0.4317438215875637,244,-0.6012577537894631,10,-0.3524775238032249,0,0
3783,1959,4,0.38571428571428573,52854.0,1,1,24-03-2014,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,3,11,0,-0.21098831638924315,0.04116486944104854,116,-0.8138330516195291,7,-0.7688671698437212,0,0
10207,1978,2,0.25892857142857145,22775.0,1,0,19-06-2013,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,-0.31459383236554667,-1.3640134885012243,15,-0.9815682475635656,3,-1.324053364564383,0,0
10906,1948,4,0.25892857142857145,46681.0,0,2,08-10-2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,0.09982823153966747,-0.24721459808039997,425,-0.3006629967016354,14,0.20270867091743688,0,0
3427,1955,4,0.38571428571428573,59821.0,0,1,12-04-2013,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,3,11,0,-1.3161138201364808,0.36663704670039277,734,0.2125070582162584,20,1.0354879629984295,0,1
5209,1954,2,0.10357142857142858,50002.0,0,1,17-06-2013,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,3,11,0,-0.970762100215469,-0.09206990155703525,638,0.053075584843708876,17,0.6190983169579332,0,1
10711,1945,2,0.38571428571428573,69755.0,0,0,02-10-2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,3,11,0,-0.9016917562312667,0.8307163647561305,894,0.4782261805038409,21,1.174284511678595,0,1
10785,1969,2,0.38571428571428573,44078.0,1,1,19-06-2014,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,3,11,0,-1.1089027881838738,-0.3688170205586651,41,-0.9383888901918335,5,-1.0464602672040522,0,0
2814,1976,3,0.25892857142857145,30560.0,1,0,27-06-2013,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-1.4887896800969866,-1.0003274112852067,31,-0.9549963353348073,4,-1.1852568158842176,0,0
6866,1969,3,0.25892857142857145,35924.0,1,1,23-03-2014,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0.2379689195080722,-0.7497413973883899,34,-0.9500141017919151,4,-1.1852568158842176,0,0
1665,1964,4,0.10357142857142858,64140.0,0,2,23-09-2013,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,3,11,1,0.7559964993895899,0.5684045698212636,1750,1.8998234847424074,13,0.06391212223727145,4,1
6575,1981,2,0.25892857142857145,56386.0,1,1,27-10-2012,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,3,11,0,0.06529305954756628,0.20616669663783393,612,0.009896227471976715,17,0.6190983169579332,0,1
3829,1979,1,0.25892857142857145,24594.0,1,0,10-12-2013,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1.550305455207917,-1.2790366131696975,29,-0.9583178243634021,4,-1.1852568158842176,0,0
3091,1981,5,0.25892857142857145,75774.0,1,0,02-05-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,-0.763551068262862,1.1119015283737554,823,0.3603133199887262,20,1.0354879629984295,0,1
10141,1960,3,0.10357142857142858,39228.0,0,0,10-05-2013,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,-1.6614655400574927,-0.5953908772699927,20,-0.9732645249920786,3,-1.324053364564383,0,0
5177,1974,3,0.38571428571428573,58494.0,0,1,12-12-2013,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,3,11,0,0.2379689195080722,0.3046445708538089,396,-0.3488245876162597,14,0.20270867091743688,0,0
7005,1981,2,0.21428571428571427,58684.0,0,0,16-06-2014,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0,0.7559964993895899,0.31352066008579904,813,0.34370587484575227,20,1.0354879629984295,1,1
6409,1967,2,0.10357142857142858,57136.0,0,0,18-05-2013,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,3,11,1,-1.0743676161917726,0.24120389097463715,1179,0.9515383670785973,19,0.896691414318264,1,1
7485,1950,4,0.034375,56551.0,1,1,07-05-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,-0.03831245642873724,0.21387487939193064,138,-0.7772966723049866,7,-0.7688671698437212,0,0
8079,1982,2,0.38571428571428573,22448.0,1,0,26-02-2014,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,3,11,0,1.2740240792711075,-1.3792897052320705,55,-0.91513846699167,6,-0.9076637185238866,0,0
8395,1961,2,0.21428571428571427,82014.0,0,0,20-08-2012,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,3,11,1,-0.03831245642873724,1.4034109852559584,1511,1.502905545825331,21,1.174284511678595,1,1
10352,1963,2,0.034375,34213.0,1,1,07-09-2012,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,-1.6269303680653915,-0.829672916735417,117,-0.8121723071052317,6,-0.9076637185238866,1,0
4931,1977,2,0.25892857142857145,157146.0,0,0,29-04-2013,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,3,11,0,-1.2470434761522784,4.91329696513956,1730,1.8666085944564597,28,2.1458603524397533,0,1
13,1947,4,0.034375,25358.0,0,1,22-07-2013,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0,0.27250409150017335,-1.2433453912052739,32,-0.95333559082051,4,-1.1852568158842176,0,0
1834,1978,3,0.21428571428571427,35544.0,1,0,08-03-2014,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0.9632075313421969,-0.7674935758523702,67,-0.8952095328201013,5,-1.0464602672040522,0,0
2285,1954,3,0.25892857142857145,36634.0,0,1,28-05-2013,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,-1.696000712049594,-0.7165728534162161,335,-0.45013000298840056,12,-0.07488442644289399,0,0
2295,1954,4,0.38571428571428573,62670.0,0,1,02-02-2014,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,0.27250409150017335,0.4997316689211293,825,0.363634809017321,21,1.174284511678595,0,1
1378,1972,5,0.25892857142857145,50334.0,0,1,24-07-2013,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,3,11,0,-0.8671565842391655,-0.07656010353061034,694,0.14607727764436276,17,0.6190983169579332,0,1
2781,1981,2,0.21428571428571427,72066.0,0,0,23-06-2014,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,3,11,1,0.20343374751597101,0.9386776395726003,1792,1.9695747543428979,16,0.48030176827776777,3,1
1165,1958,4,0.21428571428571427,50729.0,1,1,02-05-2013,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,3,11,0,0.44517995146067924,-0.05810718117989397,496,-0.1827501361865206,15,0.3415052195976023,0,0
1404,1968,2,0.25892857142857145,34916.0,2,0,15-05-2013,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0,1.3776295952474111,-0.7968313865770534,231,-0.6228474324753291,9,-0.4912740724833903,0,0
6457,1976,2,0.10357142857142858,64892.0,0,1,29-05-2014,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,0.9632075313421969,0.6035351966762984,902,0.4915121366182201,22,1.3130810603587604,0,1
2639,1966,2,0.21428571428571427,43602.0,1,1,10-01-2014,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0,-0.14191797240504078,-0.3910539598977562,68,-0.8935487883058039,6,-0.9076637185238866,0,0
8299,1989,4,0.21428571428571427,33996.0,0,0,11-09-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,-0.1073828004129396,-0.8398103449635321,71,-0.8885665547629117,5,-1.0464602672040522,0,0
6437,1985,5,0.21428571428571427,41473.0,1,0,19-06-2013,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1.0668130473185005,-0.49051287555516165,76,-0.8802628321914248,5,-1.0464602672040522,0,0
6912,1967,4,0.38571428571428573,63246.0,0,2,20-08-2013,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,0.37610960747647687,0.5266402341717942,772,0.27561534975955926,21,1.174284511678595,0,1
7327,1959,4,0.38571428571428573,36732.0,1,1,29-12-2013,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0,0.7559964993895899,-0.7119946600228739,47,-0.9284244231060491,6,-0.9076637185238866,0,0
5299,1970,4,0.38571428571428573,69084.0,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,-0.21098831638924315,0.7993697548894706,1586,1.6274613843976353,23,1.4518776090389258,0,1
4127,1967,4,0.38571428571428573,77766.0,0,1,22-02-2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,1.6539109711842206,1.2049603165323048,1529,1.5327989470826842,32,2.7010465471604146,2,1
8143,1985,4,0.21428571428571427,37929.0,0,0,30-07-2013,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,-0.0037772844366360664,-0.6560752978613359,265,-0.5663821189892179,11,-0.21368097512305942,3,0
1964,1951,2,0.25892857142857145,86610.0,0,0,05-09-2013,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,0.583320639429084,1.6181189121518886,1603,1.655694041140691,17,0.6190983169579332,0,1
3690,1986,3,0.38571428571428573,80141.0,0,0,11-01-2013,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,-1.0052972722075701,1.3159114319321819,2091,2.466137364117818,21,1.174284511678595,2,1
3433,1955,5,0.38571428571428573,72635.0,0,0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,0.16889857552386983,0.965259191009455,981,0.622710953247714,20,1.0354879629984295,1,1
3389,1970,2,0.38571428571428573,69016.0,0,1,22-11-2012,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,0.4106447794685781,0.7961930492696004,1533,1.5394419251398737,30,2.4234534498000837,0,1
4712,1991,5,0.25892857142857145,20193.0,0,0,28-11-2012,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,-1.0743676161917726,-1.484634869538059,82,-0.8702983651056404,6,-0.9076637185238866,0,0
1170,1975,2,0.38571428571428573,27573.0,1,0,25-03-2013,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,-0.14191797240504078,-1.139868877263915,244,-0.6012577537894631,10,-0.3524775238032249,0,0
6347,1979,1,0.21428571428571427,15862.0,1,0,27-06-2013,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,-0.7980862402549632,-1.6869629877683188,36,-0.9466926127633204,4,-1.1852568158842176,0,0
4065,1976,4,0.38571428571428573,49544.0,1,0,12-02-2013,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,-1.696000712049594,-0.11346594823204309,404,-0.33553863150188057,14,0.20270867091743688,0,0
8230,1980,2,0.38571428571428573,33228.0,1,0,23-01-2014,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,-0.7290158962707608,-0.8756884319644186,71,-0.8885665547629117,5,-1.0464602672040522,0,0
1215,1978,2,0.25892857142857145,70440.0,0,0,08-10-2013,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,-0.0037772844366360664,0.8627170022504109,1572,1.604210961197472,22,1.3130810603587604,1,1
5939,1971,2,0.25892857142857145,38232.0,1,1,17-01-2014,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,1.204953735286905,-0.6419202713492674,122,-0.8038685845337448,7,-0.7688671698437212,0,0
2156,1955,4,0.38571428571428573,22554.0,1,1,03-11-2012,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,-0.38366417634974903,-1.3743377817658022,41,-0.9383888901918335,6,-0.9076637185238866,0,0
7788,1983,4,0.38571428571428573,23536.0,1,0,04-06-2014,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,0.13436340353176865,-1.328462415314148,10,-0.9898719701350526,3,-1.324053364564383,0,0
10323,1952,2,0.38571428571428573,49413.0,0,1,25-10-2013,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,1.34309442325531,-0.11958577817620472,304,-0.5016130829316197,11,-0.21368097512305942,0,0
7947,1969,2,0.38571428571428573,42231.0,1,1,25-03-2014,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1.7229813151684228,-0.45510195114543256,37,-0.945031868249023,4,-1.1852568158842176,0,0
1891,1980,3,0.10357142857142858,78789.0,0,0,08-08-2012,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,-1.2815786481443796,1.2527510496077046,1754,1.906466462799597,15,0.3415052195976023,1,1
2570,1968,2,0.25892857142857145,56534.0,0,1,23-07-2013,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,-0.48726969232605255,0.2130807029869631,815,0.3470273638743471,21,1.174284511678595,3,1
9256,1971,2,0.21428571428571427,58350.0,0,1,04-01-2013,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,-1.5233248520890879,0.29791742954114264,1001,0.6559258435336618,23,1.4518776090389258,0,1
295,1989,2,0.21428571428571427,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0.9632075313421969,1.3661781267407156,1157,0.9150019877640547,21,1.174284511678595,0,1
7397,1951,2,0.21428571428571427,49090.0,0,1,19-07-2013,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,-0.14191797240504078,-0.134675129870588,688,0.1361128105585784,18,0.7578948656380986,0,1
6349,1987,3,0.10357142857142858,61787.0,0,0,06-07-2013,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,0.7559964993895899,0.458481212121933,1319,1.184042599080232,18,0.7578948656380986,0,1
10790,1985,4,0.38571428571428573,18169.0,1,0,19-02-2013,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,-0.31459383236554667,-1.579188577988312,21,-0.9716037804777813,3,-1.324053364564383,0,0
10398,1981,5,0.21428571428571427,24336.0,1,0,27-08-2012,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.1358833913027029,-1.2910894080215578,31,-0.9549963353348073,3,-1.324053364564383,0,0
2431,1990,2,0.38571428571428573,18222.0,0,0,31-12-2012,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,0.7214613273974887,-1.576712616255178,67,-0.8952095328201013,5,-1.0464602672040522,0,0
550,1952,2,0.10357142857142858,62335.0,0,1,23-05-2013,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,1.3085592512632087,0.4840817221173572,708,0.16932770084452622,19,0.896691414318264,0,1
1890,1971,5,0.25892857142857145,42033.0,1,1,19-09-2012,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.5848406272000182,-0.4643517704503486,25,-0.9649608024205917,3,-1.324053364564383,0,0
